price,type,address,url,postcode,number_bedrooms,search_date
1395,2 bedroom flat,Marmora Road,/property-to-rent/property-55346728.html,,2,24/08/2016
7800,4 bedroom terraced house,"New Kings Road, London",/property-to-rent/property-60929015.html,,4,24/08/2016
2145,2 bedroom flat,"Queens Gardens, London",/property-to-rent/property-60006455.html,,2,24/08/2016
1842,1 bedroom house,"Sloane Avenue Mansions, Sloane Avenue, Chelsea, London",/property-to-rent/property-43537104.html,,1,24/08/2016
3445,2 bedroom apartment,The Courthouse Horseferry Road London SW1P,/property-to-rent/property-59310035.html,SW1P,2,24/08/2016
1950,2 bedroom flat,"Ifield Road,SW10",/property-to-rent/property-43433667.html,SW10,2,24/08/2016
3683,3 bedroom apartment,"Marlborough Hill, St Johns Wood, London, NW8 ",/property-to-rent/property-55415656.html,NW8,3,24/08/2016
3683,3 bedroom flat,"Marlborough Hill, St Johns Wood, London, NW8 0NG",/property-to-rent/property-60778076.html,NW8,3,24/08/2016
2318,3 bedroom apartment,"Belsize Road, NW6 4RY",/property-to-rent/property-59854724.html,NW6,3,24/08/2016
2000,3 bedroom terraced house,"Telegraph Place, Isle of Dogs E14",/property-to-rent/property-55195888.html,E14,3,24/08/2016
1798,2 bedroom apartment,"Candy Wharf, 22 Copperfield Road London E3",/property-to-rent/property-43978911.html,E3,2,24/08/2016
4225,3 bedroom apartment,"Fitzjohns Avenue,Hampstead, NW3",/property-to-rent/property-43978881.html,NW3,3,24/08/2016
1450,Studio flat,"Waterview Drive, London, SE10",/property-to-rent/property-55812493.html,SE10,0,24/08/2016
1127,1 bedroom flat,"Blackburn Road, West Hampstead NW6",/property-to-rent/property-61482719.html,NW6,1,24/08/2016
2037,1 bedroom apartment,"Loudoun Road, South Hampstead",/property-to-rent/property-43978779.html,,1,24/08/2016
1495,Studio flat,"Marsh Wall, Canary Wharf, London, Greater London, E14",/property-to-rent/property-43978752.html,E14,0,24/08/2016
1625,2 bedroom flat,"Victoria Road, London, NW6",/property-to-rent/property-43978743.html,NW6,2,24/08/2016
2200,5 bedroom semi-detached house,"Kings Head Hill, Chingford, E4",/property-to-rent/property-55812427.html,E4,5,24/08/2016
2123,1 bedroom flat,"Old Nichol Street, London, E2",/property-to-rent/property-61482482.html,E2,1,24/08/2016
1950,1 bedroom flat,"York Road, Acton, London",/property-to-rent/property-61482554.html,,1,24/08/2016
